pvog	annotation_processed	annotation_raw
VOG10090	unknown	hypothetical protein
VOG10091	unknown	hypothetical protein
VOG10092	unknown	hypothetical protein
VOG10093	unknown	hypothetical protein
VOG10094	unknown	hypothetical protein
VOG10095	quaternary ammonium compound-resistance  qacE	putative quaternary ammonium compound-resistance protein qacE
VOG10096	unknown	hypothetical protein
VOG10097	unknown	hypothetical protein
VOG10098	unknown	hypothetical protein
VOG10099	unknown	hypothetical protein
VOG10100	unknown	hypothetical protein
VOG10101	unknown	hypothetical protein
VOG10102	unknown	unknown
VOG10103	unknown	hypothetical protein
VOG10104	unknown	hypothetical protein
VOG10105	unknown	hypothetical protein
VOG10106	gp134	gp134
VOG10107	unknown	hypothetical protein
VOG10108	unknown	hypothetical protein
VOG10109	unknown	hypothetical protein
VOG10110	unknown	hypothetical protein
VOG10111	unknown	hypothetical protein
VOG10112	unknown	hypothetical protein
VOG10113	unknown	hypothetical protein
VOG10114	unknown	hypothetical protein
VOG10115	unknown	hypothetical protein
VOG10116	unknown	hypothetical protein
VOG10117	unknown	hypothetical protein
VOG10118	unknown	hypothetical protein
VOG10119	unknown	hypothetical protein
VOG1012	unknown	hypothetical protein
VOG10120	unknown	hypothetical protein
VOG10121	unknown	hypothetical protein
VOG10122	unknown	hypothetical protein
VOG10123	unknown	hypothetical protein
VOG10124	unknown	hypothetical protein
VOG10125	unknown	hypothetical protein
VOG10126	unknown	hypothetical protein
VOG10127	unknown	hypothetical protein
VOG10128	unknown	hypothetical protein
VOG10129	unknown	hypothetical protein
VOG1013	unknown	hypothetical protein
VOG10130	unknown	hypothetical protein
VOG10131	unknown	hypothetical protein
VOG10132	unknown	hypothetical protein
VOG10133	unknown	hypothetical protein
VOG10134	unknown	hypothetical protein
VOG10135	unknown	hypothetical protein
VOG10136	unknown	hypothetical protein
VOG10137	unknown	hypothetical protein
VOG10138	unknown	hypothetical protein
VOG10139	unknown	hypothetical protein
VOG1014	unknown	hypothetical protein
VOG10140	unknown	hypothetical protein
VOG10141	unknown	hypothetical protein
VOG10142	unknown	hypothetical protein
VOG10143	unknown	hypothetical protein
VOG10144	unknown	hypothetical protein
VOG10145	unknown	hypothetical protein
VOG10146	unknown	hypothetical protein
VOG10147	unknown	hypothetical protein
VOG10148	unknown	hypothetical protein
VOG10149	unknown	hypothetical protein
VOG10150	unknown	hypothetical protein
VOG10151	unknown	hypothetical protein
VOG10152	unknown	hypothetical protein
VOG10153	unknown	hypothetical protein
VOG10154	unknown	hypothetical protein
VOG10155	gp46	gp46
VOG10156	unknown	hypothetical protein
VOG10157	cytoplasmic	putative cytoplasmic protein
VOG10158	alkaline phosphatase	alkaline phosphatase
VOG10159	unknown	hypothetical protein
VOG10160	unknown	hypothetical protein
VOG10161	unknown	hypothetical protein
VOG10162	unknown	hypothetical protein
VOG10163	unknown	hypothetical protein
VOG10164	unknown	hypothetical protein
VOG10165	unknown	hypothetical protein
VOG10166	unknown	hypothetical protein
VOG10167	unknown	hypothetical protein
VOG10168	unknown	hypothetical protein
VOG10169	unknown	unknown
VOG1017	unknown	hypothetical protein
VOG10170	unknown	hypothetical protein
VOG10171	unknown	hypothetical protein
VOG10172	unknown	hypothetical protein
VOG10173	unknown	hypothetical protein
VOG10174	unknown	hypothetical protein
VOG10175	unknown	hypothetical protein
VOG10176	unknown	unknown
VOG10177	unknown	hypothetical protein
VOG10178	unknown	hypothetical protein
VOG10179	unknown	hypothetical protein
VOG10180	unknown	hypothetical protein
VOG10181	unknown	hypothetical protein
VOG10182	unknown	hypothetical protein
VOG10183	unknown	hypothetical protein
VOG10184	unknown	hypothetical protein
VOG10185	unknown	hypothetical protein
VOG10186	unknown	hypothetical protein
VOG10187	unknown	hypothetical protein
VOG10188	unknown	hypothetical protein
VOG10189	unknown	hypothetical protein
VOG1019	unknown	hypothetical protein
VOG10190	unknown	hypothetical protein
VOG10191	unknown	hypothetical protein
VOG10192	unknown	hypothetical protein
VOG10193	unknown	hypothetical protein
VOG10194	unknown	hypothetical protein
VOG10195	DNA binding excisionase	putative DNA binding excisionase protein
VOG10196	unknown	hypothetical protein
VOG10197	unknown	hypothetical protein
VOG10198	unknown	hypothetical protein
VOG10199	unknown	hypothetical protein
VOG1020	gp3	gp3
VOG10200	unknown	hypothetical protein
VOG10201	unknown	hypothetical protein
VOG10202	unknown	hypothetical protein
VOG10203	unknown	hypothetical protein
VOG10204	unknown	hypothetical protein
VOG10205	unknown	hypothetical protein
VOG10206	unknown	hypothetical protein
VOG10207	unknown	hypothetical protein
VOG10208	unknown	hypothetical protein
VOG10209	unknown	hypothetical protein
VOG1021	unknown	hypothetical protein
VOG10210	unknown	hypothetical protein
VOG10211	unknown	hypothetical protein
VOG10212	unknown	unknown
VOG10213	unknown	unknown
VOG10214	unknown	hypothetical protein
VOG10215	unknown	hypothetical protein
VOG10216	unknown	hypothetical protein
VOG10217	metallo-beta-lactamase domain-containing	metallo-beta-lactamase domain-containing protein
VOG10218	unknown	hypothetical protein
VOG10219	unknown	hypothetical protein
VOG10220	unknown	hypothetical protein
VOG10221	unknown	hypothetical protein
VOG10222	unknown	hypothetical protein
VOG10223	unknown	hypothetical protein
VOG10224	SpoVG	putative SpoVG protein
VOG10225	unknown	hypothetical protein
VOG10226	unknown	hypothetical protein
VOG10227	terminase large subunit	terminase large subunit
VOG10228	unknown	hypothetical protein
VOG10229	unknown	hypothetical protein
VOG10230	amidase	amidase
VOG10231	unknown	hypothetical protein
VOG10232	unknown	hypothetical protein
VOG10233	unknown	hypothetical protein
VOG10234	unknown	hypothetical protein
VOG10235	unknown	hypothetical protein
VOG10236	unknown	hypothetical protein
VOG10237	unknown	hypothetical protein
VOG10238	unknown	hypothetical protein
VOG10239	unknown	hypothetical protein
VOG1024	unknown	hypothetical protein
VOG10240	unknown	hypothetical protein
VOG10241	unknown	hypothetical protein
VOG10242	unknown	hypothetical protein
VOG10243	unknown	hypothetical protein
VOG10244	unknown	hypothetical protein
VOG10245	unknown	hypothetical protein
VOG10246	unknown	unknown
VOG10247	unknown	hypothetical protein
VOG10248	unknown	hypothetical protein
VOG10249	unknown	hypothetical protein
VOG1025	unknown	hypothetical protein
VOG10250	unknown	hypothetical protein
VOG10251	unknown	hypothetical protein
VOG10252	unknown	unknown
VOG10253	unknown	hypothetical protein
VOG10254	CobS porphyrin biosynthetic	CobS porphyrin biosynthetic protein
VOG10255	unknown	hypothetical protein
VOG10256	unknown	hypothetical protein
VOG10257	unknown	hypothetical protein
VOG10258	unknown	hypothetical protein
VOG10259	hypothetical phage membrane	hypothetical phage membrane protein
VOG1026	transposase	transposase
VOG10260	unknown	hypothetical protein
VOG10261	unknown	hypothetical protein
VOG10262	unknown	hypothetical protein
VOG10263	unknown	hypothetical protein
VOG10264	tail fiber	putative tail fiber protein
VOG10265	unknown	hypothetical protein
VOG10266	unknown	hypothetical protein
VOG10267	unknown	hypothetical protein
VOG10268	unknown	hypothetical protein
VOG10269	unknown	hypothetical protein
VOG1027	unknown	hypothetical protein
VOG10270	unknown	hypothetical protein
VOG10271	unknown	hypothetical protein
VOG10272	unknown	hypothetical protein
VOG10273	hypothetical phage membrane	hypothetical phage membrane protein
VOG10274	transketolase	putative transketolase
VOG10275	unknown	hypothetical protein
VOG10276	unknown	hypothetical protein
VOG10277	Possible tail sheath	Possible tail sheath protein
VOG10278	unknown	hypothetical protein
VOG10279	unknown	hypothetical protein
VOG10280	unknown	hypothetical protein
VOG10281	polysaccharide deacetylase	putative polysaccharide deacetylase
VOG10282	unknown	hypothetical protein
VOG10283	unknown	hypothetical protein
VOG10284	Possible phage tail tube	Possible phage tail tube protein
VOG10285	transketolase	putative transketolase
VOG10286	N-acetylneuraminate pyruvate lyase	putative N-acetylneuraminate pyruvate lyase
VOG10287	unknown	hypothetical protein
VOG10288	threonine dehydratase	putative threonine dehydratase
VOG10289	unknown	hypothetical protein
VOG1029	helicase	putative helicase
VOG10290	unknown	hypothetical protein
VOG10291	unknown	hypothetical protein
VOG10292	minor tail assembly	putative minor tail assembly protein
VOG10293	unknown	hypothetical protein
VOG10294	UDP-glucose dehydrogenase	putative UDP-glucose dehydrogenase
VOG10295	unknown	hypothetical protein
VOG10296	unknown	hypothetical protein
VOG10297	unknown	hypothetical protein
VOG10298	radical SAM domain-containing	radical SAM domain-containing protein
VOG10299	unknown	hypothetical protein
VOG1030	thymidine kinase	thymidine kinase
VOG10300	unknown	hypothetical protein
VOG10301	hypothetical phage membrane	hypothetical phage membrane protein
VOG10302	unknown	hypothetical protein
VOG10303	unknown	hypothetical protein
VOG10304	hypothetical phage exported	hypothetical phage exported protein
VOG10305	unknown	unknown
VOG10306	unknown	hypothetical protein
VOG10307	unknown	hypothetical protein
VOG10308	hypothetical phage  (Radical SAM family)	hypothetical phage protein (Radical SAM family)
VOG10309	unknown	hypothetical protein
VOG1031	nucleotide-sugar epimerase	nucleotide-sugar epimerase
VOG10310	unknown	hypothetical protein
VOG10311	unknown	hypothetical protein
VOG10312	unknown	hypothetical protein
VOG10313	unknown	hypothetical protein
VOG10314	unknown	unknown
VOG10315	hypothetical phage membrane	hypothetical phage membrane protein
VOG10316	unknown	hypothetical protein
VOG10317	hypothetical phage  (Radical SAM family)	hypothetical phage protein (Radical SAM family)
VOG10318	unknown	hypothetical protein
VOG10319	unknown	hypothetical protein
VOG1032	LmbE family	LmbE family protein
VOG10320	unknown	hypothetical protein
VOG10321	unknown	hypothetical protein
VOG10322	unknown	hypothetical protein
VOG10323	unknown	hypothetical protein
VOG10324	unknown	unknown
VOG10325	hypothetical phage membrane	hypothetical phage membrane protein
VOG10326	unknown	hypothetical protein
VOG10327	unknown	hypothetical protein
VOG10328	unknown	hypothetical protein
VOG10329	unknown	hypothetical protein
VOG10330	holin	putative holin
VOG10331	unknown	hypothetical protein
VOG10332	unknown	hypothetical protein
VOG10333	unknown	hypothetical protein
VOG10334	unknown	hypothetical protein
VOG10335	unknown	hypothetical protein
VOG10336	unknown	hypothetical protein
VOG10337	unknown	hypothetical protein
VOG10338	unknown	hypothetical protein
VOG10339	unknown	hypothetical protein
VOG1034	unknown	hypothetical protein
VOG10340	unknown	hypothetical protein
VOG10341	unknown	hypothetical protein
VOG10342	HicB	HicB protein
VOG10343	side tail fiber	side tail fiber protein
VOG10344	unknown	hypothetical protein
VOG10345	unknown	hypothetical protein
VOG10346	unknown	hypothetical protein
VOG10347	unknown	hypothetical protein
VOG10348	unknown	hypothetical protein
VOG10349	unknown	hypothetical protein
VOG1035	unknown	hypothetical protein
VOG10350	unknown	hypothetical protein
VOG10351	unknown	hypothetical protein
VOG10352	acetyltransferase	putative acetyltransferase
VOG10353	unknown	hypothetical protein
VOG10354	unknown	hypothetical protein
VOG10355	unknown	hypothetical protein
VOG10356	unknown	hypothetical protein
VOG10357	unknown	hypothetical protein
VOG10358	unknown	hypothetical protein
VOG10359	unknown	hypothetical protein
VOG1036	co-chaperonin GroES	putative co-chaperonin GroES
VOG10360	unknown	hypothetical protein
VOG10361	unknown	hypothetical protein
VOG10362	unknown	hypothetical protein
VOG10363	unknown	hypothetical protein
VOG10364	unknown	hypothetical protein
VOG10365	unknown	hypothetical protein
VOG10366	unknown	hypothetical protein
VOG10367	unknown	hypothetical protein
VOG10368	unknown	hypothetical protein
VOG10369	unknown	hypothetical protein
VOG10370	unknown	hypothetical protein
VOG10371	radical SAM superfamily  2	putative radical SAM superfamily protein 2
VOG10372	unknown	hypothetical protein
VOG10373	unknown	hypothetical protein
VOG10374	unknown	hypothetical protein
VOG10375	unknown	hypothetical protein
VOG10376	unknown	hypothetical protein
VOG10377	unknown	hypothetical protein
VOG10378	unknown	hypothetical protein
VOG10379	unknown	hypothetical protein
VOG10380	unknown	hypothetical protein
VOG10381	unknown	hypothetical protein
VOG10382	unknown	hypothetical protein
VOG10383	unknown	hypothetical protein
VOG10384	unknown	hypothetical protein
VOG10385	unknown	hypothetical protein
VOG10386	unknown	hypothetical protein
VOG10387	unknown	hypothetical protein
VOG10388	unknown	hypothetical protein
VOG10389	unknown	hypothetical protein
VOG10390	unknown	hypothetical protein
VOG10391	unknown	hypothetical protein
VOG10392	unknown	hypothetical protein
VOG10393	unknown	hypothetical protein
VOG10394	unknown	hypothetical protein
VOG10395	unknown	hypothetical protein
VOG10396	unknown	hypothetical protein
VOG10397	unknown	hypothetical protein
VOG10398	unknown	hypothetical protein
VOG10399	unknown	hypothetical protein
VOG1040	unknown	hypothetical protein
VOG10400	unknown	hypothetical protein
VOG10401	unknown	hypothetical protein
VOG10402	unknown	hypothetical protein
VOG10403	unknown	hypothetical protein
VOG10404	unknown	hypothetical protein
VOG10405	unknown	hypothetical protein
VOG10406	unknown	hypothetical protein
VOG10407	unknown	hypothetical protein
VOG10408	unknown	hypothetical protein
VOG10409	unknown	hypothetical protein
VOG10410	unknown	hypothetical protein
VOG10411	unknown	hypothetical protein
VOG10412	unknown	hypothetical protein
VOG10413	unknown	hypothetical protein
VOG10414	unknown	unknown
VOG10415	unknown	hypothetical protein
VOG10416	unknown	hypothetical protein
VOG10417	unknown	hypothetical protein
VOG10418	unknown	hypothetical protein
VOG10419	unknown	hypothetical protein
VOG10420	unknown	hypothetical protein
VOG10421	unknown	hypothetical protein
VOG10422	unknown	hypothetical protein
VOG10423	unknown	hypothetical protein
VOG10424	unknown	hypothetical protein
VOG10425	unknown	hypothetical protein
VOG10426	unknown	hypothetical protein
VOG10427	unknown	hypothetical protein
VOG10428	unknown	hypothetical protein
VOG10429	Hef nuclease	Hef nuclease
VOG10430	unknown	hypothetical protein
VOG10431	unknown	hypothetical protein
VOG10432	unknown	hypothetical protein
VOG10433	unknown	hypothetical protein
VOG10434	unknown	hypothetical protein
VOG10435	unknown	hypothetical protein
VOG10436	unknown	hypothetical protein
VOG10437	unknown	hypothetical protein
VOG10438	unknown	hypothetical protein
VOG10439	unknown	hypothetical protein
VOG1044	unknown	hypothetical protein
VOG10440	unknown	hypothetical protein
VOG10441	unknown	hypothetical protein
VOG10442	unknown	hypothetical protein
VOG10443	replication factor C large subunit	replication factor C large subunit
VOG10444	unknown	hypothetical protein
VOG10445	unknown	hypothetical protein
VOG10446	unknown	hypothetical protein
VOG10447	unknown	hypothetical protein
VOG10448	RadA	RadA
VOG10449	unknown	hypothetical protein
VOG1045	HTH transcription regulator	putative HTH transcription regulator
VOG10450	unknown	hypothetical protein
VOG10451	unknown	hypothetical protein
VOG10452	portal	portal protein
VOG10453	gpF-like	gpF-like protein
VOG10454	zeta toxin	zeta toxin
VOG10455	unknown	hypothetical protein
VOG10456	major capsid	major capsid protein
VOG10457	unknown	hypothetical protein
VOG10458	unknown	hypothetical protein
VOG10459	unknown	hypothetical protein
VOG10460	tail assembly chaperone	tail assembly chaperone
VOG10461	unknown	hypothetical protein
VOG10462	unknown	hypothetical protein
VOG10463	unknown	hypothetical protein
VOG10464	unknown	hypothetical protein
VOG10465	unknown	hypothetical protein
VOG10466	unknown	hypothetical protein
VOG10467	unknown	hypothetical protein
VOG10468	unknown	hypothetical protein
VOG10469	unknown	hypothetical protein
VOG1047	unknown	hypothetical protein
VOG10470	unknown	hypothetical protein
VOG10471	DNA polymerase	DNA polymerase
VOG10472	unknown	hypothetical protein
VOG10473	unknown	hypothetical protein
VOG10474	unknown	hypothetical protein
VOG10475	unknown	hypothetical protein
VOG10476	unknown	hypothetical protein
